supply_source,domain,app_name,country,environment,device_type,line_item_type,creative_size,impressions,viewable_impressions,measurable_impressions,clicks,total_spend_usd,viewability,measurability,ctr,ecpm_usd,vcpm_usd,ecpc_usd,viewable_impressions_est,quality_score,cost_efficiency_score,iab_category,iab_category_secondary,content_type,audience_profile,geo_focus,language,brand_safety_risk,is_app,publisher_tier
kidoz,apps.apple.com,Zoo Craft - Animal Park Tycoon,US,In-app,Mobile,VIDEO,1920x1080,1221,564,568,43,10.6519,0.9928,0.4652,0.0352,8.724,19.0975,0.2388,1212,0.836,0.0438,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Magic Jigsaw Puzzles－Games HD,US,In-app,Mobile,VIDEO,1300x1280,39655,18475,18700,630,345.9534,0.988,0.4716,0.0159,8.724,18.725,0.549,39179,0.8355,0.0446,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Project Makeover,US,In-app,Mobile,VIDEO,1920x1080,49089,24016,24794,301,428.2564,0.9678,0.5051,0.0061,8.724,18.1752,0.7708,47510,0.8354,0.046,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
yeahmobi,www.buzzfeed.com,,MX,Web,Mobile,DISPLAY,300x250,13722,10302,13591,22,63.5609,0.7581,0.9904,0.0016,4.6325,6.1704,2.5378,10402,0.8354,0.1354,IAB1 - Arts & Entertainment,IAB12 - News / Current Events,entertainment,young_adults,global,en,medium,false,premium
kidoz,apps.apple.com,Galaxy Attack: Space Shooter,US,In-app,Mobile,VIDEO,1920x1080,17332,7892,7936,573,151.2058,0.9943,0.4578,0.033,8.724,19.2717,0.2744,17234,0.8345,0.0433,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Merge Inn - Tasty Match Puzzle,US,In-app,Mobile,VIDEO,1920x1080,9902,4483,4502,344,86.3858,0.9958,0.4547,0.0347,8.724,19.27,0.251,9860,0.8343,0.0433,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Coffee Sort - Puzzle Games,US,In-app,Mobile,VIDEO,1300x1280,3813,1778,1806,87,33.2649,0.9845,0.4736,0.0228,8.724,18.709,0.382,3754,0.8343,0.0446,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,www.eluniversal.com.mx,,MX,Web,Mobile,DISPLAY,300x100,2526,1685,2493,5,11.7593,0.6759,0.9869,0.002,4.655,6.979,2.352,1707,0.834,0.1195,IAB12 - News / Current Events,,news,mass_reach,national,es,low,false,premium
sas,www.buzzfeed.com,,MX,Web,Mobile,DISPLAY,300x250,1931,1440,1912,3,8.9712,0.7532,0.9901,0.0016,4.6458,6.2319,2.9717,1454,0.8331,0.1337,IAB1 - Arts & Entertainment,IAB12 - News / Current Events,entertainment,young_adults,global,en,medium,false,premium
appnexus,www.unotv.com,,MX,Web,Mobile,DISPLAY,160x600,5612,3721,5428,31,25.9351,0.6854,0.9672,0.0055,4.6209,6.9758,0.8882,3847,0.8329,0.1194,IAB12 - News / Current Events,,news,mass_reach,national,es,medium,false,mid-tier
kidoz,apps.apple.com,SpongeBob Adventures: In A Jam,US,In-app,Mobile,VIDEO,1300x1280,6437,3122,3245,114,56.1569,0.9621,0.5041,0.0177,8.724,17.987,0.493,6193,0.8323,0.0463,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Golf Rival - Multiplayer Game,US,In-app,Mobile,VIDEO,1920x1080,7516,3490,3563,79,65.5702,0.9795,0.4741,0.0105,8.724,18.788,0.83,7362,0.832,0.0443,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
adxbr,www.diariodolitoral.com.br,,BR,Web,Mobile,DISPLAY,336x280,2155,1427,2104,31,4.2483,0.6783,0.9764,0.0144,1.9713,2.9722,0.1347,1462,0.832,0.2799,IAB12 - News / Current Events,,news,mass_reach,local,pt,medium,false,long-tail
kidoz,apps.apple.com,Sonic Dash: Fun Endless Runner,US,In-app,Mobile,VIDEO,1920x1080,4084,1881,1915,117,35.6285,0.9822,0.4689,0.0286,8.724,18.941,0.305,4011,0.8318,0.0439,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Toon Blast,US,In-app,Mobile,VIDEO,1920x1080,44588,20452,20793,463,388.9791,0.9836,0.4663,0.0104,8.724,28.8922,0.7186,43855,0.8317,0.0288,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
openx,www.eleconomista.com.mx,,MX,Web,Mobile,DISPLAY,320x50,3695,3099,3634,4,17.1682,0.8528,0.9835,0.0011,4.646,5.54,4.292,3151,0.8315,0.1501,IAB3 - Business,IAB13 - Personal Finance,business,professionals,national,es,low,false,premium
kidoz,play.google.com,Forest Rescue: Bubble Pop,US,In-app,Mobile,VIDEO,1300x1280,1355,628,642,23,11.8211,0.9782,0.4738,0.017,8.724,18.823,0.514,1325,0.8312,0.0442,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Magic War Legends,US,In-app,Mobile,VIDEO,1920x1080,2998,1464,1532,61,26.1548,0.9556,0.511,0.0203,8.724,17.865,0.429,2865,0.8311,0.0465,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Stumble Guys,US,In-app,Mobile,VIDEO,1920x1080,3626,1817,1885,194,31.6331,0.9498,0.5198,0.0535,8.724,26.9905,0.165,3444,0.8309,0.0308,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Crossword Puzzle Universe,US,In-app,Mobile,VIDEO,1300x1280,6823,4178,4228,10,59.5244,0.9882,0.6197,0.0015,8.724,14.247,5.952,6742,0.83,0.0583,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Coffee Sort - Puzzle Games,US,In-app,Mobile,VIDEO,1920x1080,3621,1626,1647,84,31.5899,0.9872,0.4548,0.0232,8.724,19.428,0.376,3575,0.83,0.0427,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
adxbr,ndmais.com.br,,BR,Web,Mobile,DISPLAY,336x280,1219,802,1196,9,2.0833,0.6706,0.9811,0.0074,1.709,2.598,0.231,817,0.8296,0.3193,IAB12 - News / Current Events,,news,mass_reach,local,pt,medium,false,long-tail
kidoz,play.google.com,OPA! Family Card Party Game,US,In-app,Mobile,VIDEO,1300x1280,2427,1155,1204,47,21.1733,0.9593,0.4961,0.0194,8.724,18.332,0.45,2328,0.8285,0.0452,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Toy Blast,US,In-app,Mobile,VIDEO,1920x1080,25550,11396,11585,417,222.8934,0.9837,0.4534,0.0163,8.724,19.559,0.535,25134,0.8279,0.0423,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
id,play.google.com,Cookie Jam Blast™ Match 3 Game,US,In-app,Mobile,VIDEO,1300x1280,1304,710,801,9,17.7753,0.8865,0.6143,0.0069,13.631,25.0582,2.6587,1156,0.8275,0.033,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Mnet Plus,US,In-app,Mobile,VIDEO,1300x1280,2377,1069,1095,20,20.7371,0.9763,0.4607,0.0084,8.724,19.399,1.037,2321,0.8264,0.0426,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Magic Sort!,US,In-app,Mobile,VIDEO,1920x1080,1983,904,928,30,17.2999,0.9717,0.468,0.0152,8.724,20.9853,0.5806,1927,0.8263,0.0394,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
appnexus,www.myinstants.com,,MX,Web,Mobile,DISPLAY,320x50,5669,4566,5504,7,26.3224,0.8296,0.9709,0.0012,4.643,5.765,3.76,4703,0.8261,0.1433,IAB1 - Arts & Entertainment,,entertainment,young_adults,global,en,medium,false,long-tail
sovrn,www.eluniversal.com.mx,,MX,Web,Mobile,DISPLAY,300x50,8459,7329,8317,8,39.366,0.8812,0.9832,0.0009,4.654,5.371,4.921,7454,0.8256,0.1537,IAB12 - News / Current Events,,news,mass_reach,national,es,low,false,premium
kidoz,apps.apple.com,Galaxy Attack: Space Shooter,US,In-app,Mobile,VIDEO,1300x1280,21965,9345,9407,742,191.6244,0.9934,0.4283,0.0338,8.724,20.506,0.258,21820,0.8252,0.0402,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bubble Witch 3 Saga,US,In-app,Mobile,VIDEO,1920x1080,7438,7409,7424,2,64.8897,0.998,0.9981,0.0003,8.724,8.7585,0.2973,7423,0.8252,0.0942,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,weather.com,,MX,Web,Mobile,DISPLAY,970x250,2458,1589,2343,15,11.4399,0.6782,0.9532,0.0061,4.654,7.199,0.763,1667,0.8251,0.1146,IAB15 - Science,,other,mass_reach,global,en,low,false,premium
rp,lolalytics.com,,MX,Web,Mobile,DISPLAY,300x50,1519,1363,1462,1,7.076,0.9323,0.9625,0.0007,4.658,5.192,7.076,1416,0.8249,0.1589,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,gaming,tech_enthusiasts,global,en,low,false,long-tail
kidoz,play.google.com,Zen Word® - Relax Puzzle Game,US,In-app,Mobile,VIDEO,1300x1280,126398,60941,64630,1583,1102.7063,0.9429,0.5113,0.0125,8.724,18.095,0.697,119181,0.8248,0.0456,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
adxbr,www.cifraclub.com,,MX,Web,Mobile,DISPLAY,336x280,1556,1009,1530,4,7.207,0.6595,0.9833,0.0026,4.632,7.143,1.802,1026,0.8247,0.1155,IAB1 - Arts & Entertainment,IAB5 - Education,entertainment,young_adults,national,pt,low,false,mid-tier
medianet,www.eluniversal.com.mx,,MX,Web,Mobile,DISPLAY,300x100,16707,10828,16428,43,77.8224,0.6591,0.9833,0.0026,4.658,7.187,1.81,11012,0.8245,0.1147,IAB12 - News / Current Events,,news,mass_reach,national,es,low,false,premium
kidoz,play.google.com,Tower War - Tactical Conquest,US,In-app,Mobile,VIDEO,1920x1080,7593,4064,4583,90,66.2419,0.8868,0.6036,0.0119,8.724,16.3,0.736,6733,0.8245,0.0506,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Garden Joy: Design Game,US,In-app,Mobile,VIDEO,1300x1280,9569,4038,4065,63,83.4807,0.9934,0.4248,0.0066,8.724,20.674,1.325,9506,0.8241,0.0399,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
pubmatic,www.letras.com,,MX,Web,Mobile,DISPLAY,336x280,1775,1148,1752,9,8.2156,0.6553,0.987,0.0051,4.628,7.156,0.913,1163,0.8237,0.1151,IAB1 - Arts & Entertainment,,entertainment,young_adults,regional,es,medium,false,long-tail
kidoz,apps.apple.com,Royal Farm,US,In-app,Mobile,VIDEO,1920x1080,1012,442,451,60,8.8285,0.98,0.4457,0.0593,8.724,19.974,0.147,992,0.8237,0.0412,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
adxbr,www.radio-en-vivo.mx,,MX,Web,Desktop,DISPLAY,728x90,2089,1962,2041,1,9.7273,0.9613,0.9771,0.0005,4.656,4.9578,9.5877,2008,0.8234,0.1661,IAB1 - Arts & Entertainment,,streaming,mass_reach,national,es,medium,false,long-tail
adxbr,abcnoticias.mx,,MX,Web,Mobile,DISPLAY,300x600,4101,2637,3986,69,18.856,0.6616,0.972,0.0168,4.598,7.151,0.273,2713,0.8224,0.115,IAB12 - News / Current Events,,news,mass_reach,national,es,medium,false,mid-tier
adxbr,www.eldiariodechihuahua.mx,,MX,Web,Mobile,DISPLAY,300x250,2066,1327,2014,10,9.5469,0.6588,0.9748,0.0048,4.6205,7.2035,0.9864,1361,0.8219,0.1141,IAB12 - News / Current Events,,news,mass_reach,local,es,medium,false,long-tail
rp,www.wattpad.com,,US,Web,Mobile,DISPLAY,300x250,42270,27903,40585,80,27.4926,0.6875,0.9601,0.0019,0.65,0.985,0.344,29061,0.8218,0.8343,IAB9 - Hobbies & Interests,IAB1 - Arts & Entertainment,entertainment,young_adults,global,en,medium,false,premium
kidoz,apps.apple.com,Ball Sort - Color Games,US,In-app,Mobile,VIDEO,1920x1080,1335,912,970,2,11.6466,0.9097,0.7266,0.0015,8.724,37.0246,0.3711,1215,0.8218,0.0222,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,www.unotv.com,,MX,Web,Mobile,DISPLAY,160x600,15616,10014,15131,34,72.1101,0.6619,0.9689,0.0021,4.6182,7.2025,2.2377,10336,0.8216,0.1141,IAB12 - News / Current Events,,news,mass_reach,national,es,medium,false,mid-tier
kidoz,play.google.com,Bowling Crew — 3D bowling game,US,In-app,Mobile,VIDEO,1920x1080,3313,1393,1410,26,28.9029,0.9879,0.4256,0.0078,8.724,20.749,1.112,3273,0.8216,0.0396,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bolts Off,US,In-app,Mobile,VIDEO,1300x1280,4750,2063,2118,45,41.4394,0.974,0.4459,0.0095,8.724,20.087,0.921,4626,0.8208,0.0409,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Fairy Village,US,In-app,Mobile,VIDEO,1300x1280,1700,726,741,70,14.8309,0.9798,0.4359,0.0412,8.724,20.428,0.212,1666,0.8207,0.0402,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Train Miner: Idle Railway Game,US,In-app,Mobile,VIDEO,1920x1080,16394,7070,7247,116,143.0226,0.9756,0.4421,0.0071,8.724,20.23,1.233,15994,0.8204,0.0406,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
medianet,www.dekudeals.com,,MX,Web,Mobile,DISPLAY,320x50,2439,1558,2362,14,11.3209,0.6596,0.9684,0.0058,4.6415,7.2672,0.846,1609,0.8204,0.1129,IAB9 - Hobbies & Interests,IAB22 - Shopping,gaming,tech_enthusiasts,global,en,low,false,long-tail
kidoz,apps.apple.com,Cafe Terrace,US,In-app,Mobile,VIDEO,1920x1080,1560,726,770,50,13.6094,0.9429,0.4936,0.0321,8.724,18.746,0.272,1471,0.8195,0.0437,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Mnet Plus,US,In-app,Mobile,VIDEO,1920x1080,1148,498,513,11,10.0152,0.9708,0.4469,0.0096,8.724,20.111,0.91,1114,0.8195,0.0407,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Chrome Valley Customs,US,In-app,Mobile,VIDEO,1300x1280,15867,6618,6721,114,138.425,0.9847,0.4236,0.0072,8.724,20.916,1.214,15624,0.8194,0.0392,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
admixer,tunein.com,,MX,Web,Desktop,DISPLAY,728x90,1327,839,1179,29,6.1723,0.7054,0.8885,0.0219,4.651,11.6886,0.2012,936,0.8192,0.0701,IAB1 - Arts & Entertainment,IAB12 - News / Current Events,streaming,mass_reach,global,en,low,false,premium
rp,mail.yahoo.com,,MX,Web,Desktop,DISPLAY,160x600,1344,855,1314,3,6.254,0.6507,0.9777,0.0022,4.6529,7.3036,2.0815,875,0.8187,0.1121,IAB12 - News / Current Events,IAB13 - Personal Finance,news,mass_reach,global,en,low,false,premium
sovrn,www.imagentv.com,,MX,Web,Mobile,DISPLAY,728x90,28079,27252,27686,8,130.8422,0.9844,0.986,0.0003,4.66,4.8008,16.3544,27640,0.818,0.1704,IAB1 - Arts & Entertainment,IAB12 - News / Current Events,entertainment,mass_reach,national,es,medium,false,mid-tier
adx,www.20minutes.fr,,FR,Web,Mobile,DISPLAY,336x280,4733,3673,4646,6,23.0086,0.7905,0.9816,0.0013,4.8617,6.2645,4.3489,3742,0.8178,0.1305,IAB12 - News / Current Events,,news,mass_reach,national,fr,low,false,premium
pubmatic,www.mediotiempo.com,,MX,Web,Desktop,DISPLAY,160x600,2092,1734,2038,2,9.6996,0.8508,0.9742,0.001,4.637,5.594,4.85,1780,0.8177,0.1462,IAB17 - Sports,,sports,sports_fans,national,es,low,false,premium
kidoz,play.google.com,Chrome Valley Customs,US,In-app,Mobile,VIDEO,1920x1080,10554,4302,4357,61,92.0739,0.9874,0.4128,0.0058,8.724,21.403,1.509,10421,0.8175,0.0382,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
opera,foodandpleasure.com,,MX,Web,Mobile,DISPLAY,970x250,1021,647,995,2,4.7384,0.6503,0.9745,0.002,4.641,7.324,2.369,664,0.8175,0.1116,IAB8 - Food & Drink,IAB1 - Arts & Entertainment,other,mass_reach,global,en,medium,false,long-tail
kidoz,apps.apple.com,SpongeBob Adventures: In A Jam,US,In-app,Mobile,VIDEO,1920x1080,6162,2726,2847,87,53.7578,0.9575,0.462,0.0141,8.724,19.72,0.618,5900,0.8174,0.0415,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Black Color Paint By Number,US,In-app,Mobile,VIDEO,1300x1280,1149,560,612,94,10.024,0.915,0.5326,0.0818,8.724,17.9,0.107,1051,0.8173,0.0457,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
pubmatic,overwolf.com,,MX,Web,Desktop,DISPLAY,300x250,3616,3521,3612,1,16.8332,0.9748,0.9989,0.0003,4.6549,4.7806,16.7685,3525,0.817,0.1709,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,gaming,tech_enthusiasts,global,en,medium,false,mid-tier
kidoz,play.google.com,Project Makeover,US,In-app,Mobile,VIDEO,1300x1280,55715,24062,24937,486,486.0621,0.9649,0.4476,0.0087,8.724,20.2,1.0,53759,0.8167,0.0404,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,www.spanishdict.com,,MX,Web,Desktop,DISPLAY,300x250,1433,906,1399,30,6.6079,0.6476,0.9763,0.021,4.6111,7.3011,0.1403,928,0.8167,0.1119,IAB5 - Education,,education,students,global,en,low,false,mid-tier
kidoz,apps.apple.com,Cooking Diary® Restaurant Game,US,In-app,Mobile,VIDEO,1300x1280,2422,1059,1104,89,21.1297,0.9592,0.4558,0.0367,8.724,19.953,0.237,2323,0.8163,0.0409,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,actu.purepeople.com,,BE,Web,Mobile,DISPLAY,300x600,1692,1061,1593,13,4.6981,0.6665,0.9415,0.0077,2.7767,4.4672,0.4112,1128,0.8157,0.1826,IAB1 - Arts & Entertainment,,entertainment,mass_reach,national,fr,medium,false,mid-tier
adxbr,www.otempo.com.br,,BR,Web,Mobile,DISPLAY,336x280,1661,1047,1630,11,3.5372,0.6423,0.9813,0.0066,2.13,3.378,0.322,1067,0.8155,0.2414,IAB12 - News / Current Events,,news,mass_reach,local,pt,medium,false,long-tail
kidoz,play.google.com,Bowling Crew — 3D bowling game,US,In-app,Mobile,VIDEO,1300x1280,7054,2851,2897,55,61.5397,0.9841,0.4107,0.0078,8.724,21.585,1.119,6942,0.8153,0.0378,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
sas,g1.globo.com,,BR,Web,Desktop,DISPLAY,970x250,5629,4033,5602,9,2.0727,0.7199,0.9952,0.0016,0.3683,0.5122,0.2253,4052,0.8152,1.5915,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,national,pt,low,false,premium
kidoz,apps.apple.com,Sonic Dash: Fun Endless Runner,US,In-app,Mobile,VIDEO,1300x1280,1401,612,640,48,12.2224,0.9563,0.4568,0.0343,8.724,19.971,0.255,1340,0.8152,0.0408,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,UNO Wonder,US,In-app,Mobile,VIDEO,1300x1280,5615,2321,2382,98,48.9857,0.9744,0.4242,0.0175,8.724,21.105,0.5,5471,0.8145,0.0386,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
admixer,www.eluniversal.com.mx,,MX,Web,Mobile,DISPLAY,320x50,33403,23985,32220,52,155.587,0.7444,0.9645,0.0015,4.6578,6.4871,3.0381,24866,0.8143,0.1255,IAB12 - News / Current Events,,news,mass_reach,national,es,low,false,premium
kidoz,play.google.com,Train Miner: Idle Railway Game,US,In-app,Mobile,VIDEO,1300x1280,25692,10759,11102,201,224.1391,0.9691,0.4321,0.0078,8.724,20.833,1.115,24898,0.8142,0.0391,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,ISEPS Idle Particle Simulator,US,In-app,Mobile,VIDEO,1300x1280,2438,1034,1076,18,21.2693,0.961,0.4413,0.0074,8.724,20.57,1.182,2343,0.8129,0.0395,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
opera,www.unotv.com,,MX,Web,Mobile,DISPLAY,320x100,5659,4788,5606,5,26.1246,0.854,0.9906,0.0009,4.6162,5.4691,5.4801,4833,0.8126,0.1486,IAB12 - News / Current Events,,news,mass_reach,national,es,medium,false,mid-tier
kidoz,play.google.com,Family Island™ — Farming game,US,In-app,Mobile,VIDEO,1920x1080,30287,12096,12338,534,264.2191,0.9804,0.4074,0.0176,8.724,21.844,0.495,29693,0.8124,0.0372,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Color Slide - Hexa Puzzle,US,In-app,Mobile,VIDEO,1920x1080,3312,1370,1415,495,28.8942,0.9682,0.4272,0.1495,8.724,21.091,0.058,3207,0.8123,0.0385,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Cafeland - Restaurant Cooking,US,In-app,Mobile,VIDEO,1300x1280,3741,1488,1517,27,32.6368,0.9809,0.4055,0.0072,8.724,21.933,1.209,3670,0.8121,0.037,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
pubmatic,sudoku.com,,MX,Web,Desktop,DISPLAY,728x90,1049,654,1038,3,4.841,0.6301,0.9895,0.0029,4.6152,7.4063,1.3862,661,0.8119,0.1096,IAB9 - Hobbies & Interests,,gaming,mixed,global,en,low,false,long-tail
kidoz,play.google.com,Zen Word® - Relax Puzzle Game,US,In-app,Mobile,VIDEO,1920x1080,97456,43761,46809,1233,850.2139,0.9349,0.4803,0.0127,8.724,19.429,0.69,91112,0.8115,0.0418,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Family Island™ — Farming game,US,In-app,Mobile,VIDEO,1300x1280,10326,4124,4221,149,90.0849,0.977,0.4088,0.0144,8.724,21.844,0.605,10089,0.8111,0.0371,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,OPA! Family Card Party Game,US,In-app,Mobile,VIDEO,1920x1080,1243,579,631,14,10.844,0.9176,0.5076,0.0113,8.724,18.729,0.775,1141,0.8111,0.0433,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
