SUPPLY_SOURCE,DOMAIN,APP_NAME,DEVICE_TYPE,ENVIRONMENT,LINE_ITEM_TYPE,CREATIVE_SIZE,COUNTRY,IMPRESSIONS,VIEWABLE_IMPRESSIONS,MEASURABLE_IMPRESSIONS,VIEWABILITY,CLICKS,CLICK_THROUGH_RATE,TOTAL_SPEND_USD,ECPM_USD,VCPM_USD,ECPC_USD,VIDEO_COMPLETE_VIEWS,VIDEO_COMPLETION_RATE,effective_viewability,measurability_rate,cost_per_viewable_impression,quality_score,cost_efficiency_score,brand_safety_score,brand_safety_risk,iab_category,iab_category_secondary,content_type,audience_profile,placement_rationale_pl
openx,sportowefakty.wp.pl,,Desktop,Web,VIDEO,1300x1280,PL,6087,4875,6016,81.03%,64,1.05%,35.177826,5.779,7.216,0.55,4024,66.11%,0.8009,0.9883,7.216,0.8665,0.0,0.8665,low,IAB17 - Sports,,sports,"mass_reach, young_adults",Polski serwis sportowy od zaufanego wydawcy WP z dużym zasięgiem wśród miłośników sportu.
index,www.uol.com.br,,Desktop,Web,DISPLAY,300x600,BR,6007,4541,5940,76.45%,44,0.73%,8.989839,1.497,1.98,0.204,0,0.00%,0.756,0.9888,1.9797,0.8375,0.0001,0.8375,low,IAB12 - News & Politics,IAB19 - Technology & Computing,news,"mass_reach, professionals",Brazylijski portal informacyjny i usług internetowych przyciąga miliony użytkowników codziennie.
adxbr,industrialequipmentanalysis.com,,Mobile,Web,DISPLAY,300x600,BR,6002,2387,5378,44.38%,737,12.28%,91.693075,15.277,38.414,0.124,0,0.00%,0.3977,0.896,38.4135,0.5721,0.0,0.5721,low,IAB3 - Business,IAB20 - Real Estate,technology,"professionals, high_income",B2B portal analizy sprzętu przemysłowego przyciągający profesjonalistów z sektora korporacyjnego.
pubmatic,moxfield.com,,Desktop,Web,DISPLAY,728x90,US,5981,2580,5908,43.67%,0,0.00%,5.318923,0.889,2.062,0.0,0,0.00%,0.4314,0.9878,2.0616,0.6261,0.0001,0.6261,low,IAB20 - Video Gaming,IAB9 - Hobbies & Interests,gaming,"young_adults, tech_enthusiasts, students","Platforma karciana dla graczy Magic: The Gathering, skupiająca pasjonatów gier karcianego i collectible card games."
rp,www.cifraclub.com,,Mobile,Web,DISPLAY,970x250,MX,5981,5150,5958,86.44%,7,0.12%,8.173605,1.367,1.587,1.168,0,0.00%,0.8611,0.9962,1.5871,0.9084,0.0001,0.9084,low,IAB9 - Hobbies & Interests,IAB1 - Arts & Entertainment,entertainment,"young_adults,students,professionals",Globalna platforma dla muzyków i fan ów przyciąga entuzjastów muzyki szukających tabulatur i społeczności artystycznej.
adxbr,www.yiv.com,,Mobile,Web,DISPLAY,336x280,MX,5900,4952,5676,87.24%,237,4.02%,93.621472,15.868,18.906,0.395,0,0.00%,0.8393,0.962,18.9058,0.8822,0.0,0.6616,medium,IAB8 - Food & Drink,IAB19 - Technology & Computing,entertainment,"young_adults, students, mass_reach",Portal społeczności interaktywnej skupiony na kulturze i zabawie dla młodych użytkowników szukających treści rozrywkowych i społecznych.
rp,www.tripadvisor.com.br,,Mobile,Web,DISPLAY,320x50,BR,5865,4235,5646,75.01%,6,0.10%,8.413541,1.435,1.987,1.402,0,0.00%,0.7221,0.9627,1.9867,0.8063,0.0001,0.8063,low,IAB20 - Travel,,travel,"mass_reach,high_income,young_adults",Brazylijska wersja TripAdvisora dociera do bogatych turystów planujących podróże krajowe i zagraniczne.
rp,www.metacritic.com,,Mobile,Web,DISPLAY,320x100,GB,5809,1628,5651,28.81%,4,0.07%,10.815996,1.862,6.644,2.704,0,0.00%,0.2803,0.9728,6.6437,0.5227,0.0001,0.5227,low,IAB1 - Arts & Entertainment,IAB3 - Business,entertainment,"young_adults, mass_reach, tech_enthusiasts",Agregator recenzji filmów i gier dociera do zainteresowanych rozrywką odbiorców szukających opinii przed zakupem.
sovrn,www.stokesentinel.co.uk,,Mobile,Web,DISPLAY,320x50,GB,5800,4662,5715,81.57%,9,0.16%,9.044155,1.559,1.94,1.005,0,0.00%,0.8038,0.9853,1.94,0.8673,0.0001,0.8673,low,IAB12 - News & Politics,,news,"mass_reach,professionals",Lokalna gazeta brytyjska o wysokiej wiarygodności dla kampanii regionów docelowych.
adx,www.lfc.pl,,Mobile,Web,DISPLAY,336x280,PL,5771,116,5585,2.08%,1,0.02%,1.355644,0.235,11.687,1.356,0,0.00%,0.0201,0.9678,11.6866,0.3518,0.0004,0.3518,low,IAB16 - Sports,,sports,"young_adults,mass_reach",Polski portal kibiców piłki nożnej skupiający fanów lokalnych i międzynarodowych klubów.
rp,www.tuttocampo.it,,Mobile,Web,DISPLAY,320x480,IT,5676,3333,5467,60.97%,48,0.85%,33.427299,5.889,10.029,0.696,0,0.00%,0.5872,0.9632,10.0292,0.7188,0.0,0.7188,low,IAB17 - Sports,,sports,"mass_reach,young_adults",Włoski portal sportowy dociera do fanów piłki nożnej zainteresowanych wiadomościami i analizą gier ligowych.
triplelift,www.footmercato.net,,Mobile,Web,DISPLAY,500x120,FR,5654,0,0,0.00%,8,0.14%,2.802344,0.496,0.0,0.35,0,0.00%,0.0,0.0,0.0,0.0,0.0002,0.0,low,IAB17 - Sports,,sports,"mass_reach, young_adults, professionals",Serwis transferów piłkarskich przyciąga fanów sportu śledzących zmiany kadrowe klubów piłkarskich.
pubmatic,finanse.wp.pl,,Desktop,Web,VIDEO,1300x1280,PL,5562,4265,5330,80.02%,2,0.04%,26.640789,4.79,6.246,13.32,3701,66.54%,0.7668,0.9583,6.2464,0.8338,0.0,0.8338,low,IAB18 - Personal Finance & Investing,,finance,"professionals, high_income","Sekcja finansowa dużego portalu zajmuje się inwestycjami, bankowością i doradzstwem finansowym dla zamożnych użytkowników."
appnexus,www.lavanguardia.com,,Mobile,Web,DISPLAY,970x250,ES,5491,4788,5375,89.08%,30,0.55%,11.574168,2.108,2.417,0.386,0,0.00%,0.872,0.9789,2.4173,0.9094,0.0,0.9094,low,IAB12 - News & Politics,,news,"mass_reach,professionals",Wiodący kataloński dziennik codziennie dostarczający wiadomości tamtejszej społeczności.
adxbr,industrifyhub.com,,Mobile,Web,DISPLAY,336x280,BR,5466,4519,5317,84.99%,12,0.22%,1.656999,0.303,0.367,0.138,0,0.00%,0.8267,0.9727,0.3667,0.8778,0.0003,0.6583,medium,IAB3 - Business,,technology,professionals,Przemysłowy portal B2B o niekompletnym profilu i potencjalnie ograniczonej wiarygodności na międzynarodowych rynkach.
sovrn,onedaily.com,,Mobile,Web,DISPLAY,336x280,ES,5459,2829,5307,53.31%,25,0.46%,4.126672,0.756,1.459,0.165,0,0.00%,0.5182,0.9722,1.4587,0.6771,0.0001,0.5078,medium,IAB12 - News & Politics,IAB14 - Society,news,"mass_reach, young_adults",Portal informacyjno-rozrywkowy przyciągający masową publiczność zainteresowaną ciekawostkami i wiadomościami.
rp,viajes.nationalgeographic.com.es,,Mobile,Web,DISPLAY,320x50,ES,5458,4111,5360,76.70%,1,0.02%,19.010457,3.483,4.624,19.01,0,0.00%,0.7532,0.982,4.6243,0.8333,0.0,0.8333,low,IAB20 - Travel,IAB10 - Culture & the Arts,travel,"mass_reach,high_income,professionals",Serwis podróżniczy National Geographic o wysokim prestiżu przyciągający edukowanych i wymagających podróżników.
adxbr,www.huffpost.com,,Desktop,Web,DISPLAY,300x600,MX,5436,1870,5004,37.37%,62,1.14%,7.50405,1.38,4.013,0.121,0,0.00%,0.344,0.9205,4.0129,0.5458,0.0001,0.4093,medium,IAB12 - News & Politics,IAB1 - Arts & Entertainment,news,"mass_reach,young_adults,professionals","Globalny portal informacyjny obejmujący politykę, rozrywkę, technologię i trendy społeczne dla szerokiej, zaangażowanej publiczności."
ogury,www.lameteoagricole.net,,Mobile,Web,DISPLAY,970x250,FR,5424,4402,5324,82.68%,23,0.42%,13.894531,2.562,3.156,0.604,0,0.00%,0.8116,0.9816,3.1564,0.8711,0.0,0.8711,low,IAB1 - Arts & Culture,IAB14 - Science,other,"professionals,students","Serwis agrometeorologiczny dla rolników i profesjonalistów branży, oferujący specjalistyczne prognozy pogody."
rp,wydarzenia.interia.pl,,Mobile,Web,DISPLAY,300x250,PL,5394,2831,4954,57.15%,2,0.04%,14.369346,2.664,5.076,7.185,0,0.00%,0.5248,0.9184,5.0757,0.6626,0.0,0.6626,low,IAB12 - News & Politics,IAB14 - Society,news,"mass_reach, young_adults",Polski serwis wydarzeń i wiadomości na platformie Interia publikujący lokalne i krajowe informacje dla ogólnej publiczności.
adx,life.spotlight8.com,,Mobile,Web,DISPLAY,300x250,GB,5356,3790,5306,71.43%,28,0.52%,9.564268,1.786,2.524,0.342,0,0.00%,0.7076,0.9907,2.5236,0.8067,0.0001,0.0,high,IAB1 - Arts & Entertainment,,lifestyle,"mass_reach,young_adults","Subdomena o niepewnym charakterze zawartości i niskim zaufaniu, stanowiąca potencjalne zagrożenie dla reputacji marek."
pubmatic,es.scribd.com,,Desktop,Web,DISPLAY,300x250,CL,5348,3098,5101,60.73%,11,0.21%,2.836831,0.53,0.916,0.258,0,0.00%,0.5793,0.9538,0.9157,0.7104,0.0002,0.7104,low,IAB13 - Books & Literature,IAB19 - Technology & Computing,education,"students, professionals, mass_reach",Platforma publikacji i edukacji przyciągająca czytelników i nauczających się użytkowników.
adx,www.investopedia.com,,Mobile,Web,DISPLAY,320x50,GB,5305,5093,5207,97.81%,9,0.17%,3.650794,0.688,0.717,0.406,0,0.00%,0.96,0.9815,0.7168,0.9675,0.0001,0.9675,low,IAB13 - Personal Finance & Investing,IAB5 - Education,finance,"professionals, students, high_income, mass_reach",Edukacyjna platforma finansowa dla osób uczących się inwestowania i zarządzania pieniędzmi.
index,www.iodonna.it,,Mobile,Web,DISPLAY,300x250,IT,5292,3423,5239,65.34%,9,0.17%,5.656733,1.069,1.653,0.629,0,0.00%,0.6468,0.99,1.6526,0.7669,0.0001,0.7669,low,IAB18 - Style & Fashion,IAB4 - Arts & Entertainment,lifestyle,"young_adults, parents, high_income, mass_reach","Włoski magazyn lifestylowy skierowany do kobiet zainteresowanych modą, designem i kulturą."
outbrain,www.lachainemeteo.com,,Mobile,Web,DISPLAY,300x250,FR,5273,1487,4903,30.33%,6,0.11%,3.894396,0.739,2.619,0.649,0,0.00%,0.282,0.9298,2.619,0.5087,0.0001,0.5087,low,IAB14 - Science,,news,mass_reach,Francuski serwis meteorologiczny zapewniający aktualne prognozy pogody dla masowego odbiorcy.
appnexus,www.dailystar.co.uk,,Mobile,Web,DISPLAY,300x250,GB,5267,751,5091,14.75%,19,0.36%,21.367569,4.057,28.452,1.125,0,0.00%,0.1426,0.9666,28.4522,0.431,0.0,0.0,high,IAB12 - News & Politics,IAB11 - Entertainment,news,"mass_reach, young_adults","Tabloid o tendencji do sensacyjnych treści, oferujący masowy zasięg ale niosący wysokie ryzyko brand safety."
adx,www.egeszsegkalauz.hu,,Mobile,Web,DISPLAY,300x250,HU,5263,4023,5090,79.04%,65,1.24%,29.899633,5.681,7.432,0.46,0,0.00%,0.7644,0.9671,7.4322,0.8353,0.0,0.8353,low,IAB7 - Health & Fitness,,health,"mass_reach, professionals","Węgierski przewodnik zdrowia i dobrostanu, docierający do świadomych zdrowotnie odbiorców szukających porad medycznych."
adxbr,empregacampinas.com.br,,Desktop,Web,DISPLAY,970x250,BR,5129,4603,4876,94.40%,35,0.68%,6.92512,1.35,1.504,0.198,0,0.00%,0.8974,0.9507,1.5045,0.9161,0.0001,0.6871,medium,IAB3 - Business,,other,"professionals, students","Lokalna platforma zatrudnienia dla Campinas w Brazylii, doskonała do ukierunkowanego reklamowania usług dla poszukiwaczy pracy regionalnych."
adxbr,www.cpuid.com,,Desktop,Web,DISPLAY,160x600,BR,5112,4903,4996,98.14%,3,0.06%,1.665461,0.326,0.34,0.555,0,0.00%,0.9591,0.9773,0.3397,0.9655,0.0003,0.9655,low,IAB19 - Technology & Computing,,technology,"tech_enthusiasts, professionals, students","Serwis techniczny poświęcony diagnostyce sprzętu komputerowego, atrakcyjny dla firm tech i producentów podzespołów."
rp,rj.olx.com.br,,Desktop,Web,DISPLAY,970x90,BR,5104,4798,5025,95.48%,10,0.20%,14.892908,2.918,3.104,1.489,0,0.00%,0.94,0.9845,3.104,0.9556,0.0,0.7167,medium,IAB3 - Business,,other,mass_reach,Lokalna platforma aukcyjna w Rio de Janeiro z szerokim zasięgiem wśród kupujących i sprzedających.
rp,amomama.com,,Mobile,Web,DISPLAY,300x600,US,5099,1120,5028,22.28%,0,0.00%,4.146387,0.813,3.702,0.0,0,0.00%,0.2197,0.9861,3.7021,0.4879,0.0001,0.3659,medium,IAB7 - Family & Parenting,IAB9 - Hobbies & Interests,lifestyle,"mass_reach, parents, young_adults",Portal lifestylowy i rodzinny zawierający artykuły skierowane do rodziców i osób zainteresowanych poradami domowymi.
index,www.welt.de,,Mobile,Web,DISPLAY,300x250,DE,5057,3107,5008,62.04%,12,0.24%,15.811615,3.127,5.089,1.318,0,0.00%,0.6144,0.9903,5.089,0.746,0.0,0.746,low,IAB12 - News & Politics,IAB1 - Arts & Entertainment,news,"mass_reach, professionals, high_income",Prestiżowy niemiecki portal informacyjny dostarczający pogłębione artykuły dla wykształconej publiczności.
rp,cinema.everyeye.it,,Mobile,Web,DISPLAY,970x250,IT,5014,4672,4939,94.59%,15,0.30%,8.546473,1.705,1.829,0.57,0,0.00%,0.9318,0.985,1.8293,0.9504,0.0001,0.9504,low,IAB1 - Arts & Entertainment,IAB18 - Sports,entertainment,"mass_reach, young_adults","Serwis recenzji i wiadomości filmowych dla fanów kina, oferujący dostęp do zaangażowanej publiczności miłośników współczesnego kina."
prebid,www.romaniatv.net,,Desktop,Web,DISPLAY,300x600,RO,4988,2228,4911,45.37%,0,0.00%,1.151198,0.231,0.517,0.0,0,0.00%,0.4467,0.9846,0.5167,0.635,0.0004,0.635,low,IAB27 - Streaming & Online TV,IAB15 - Sports,entertainment,mass_reach,Rumuńska platforma telewizji online oferująca dostęp do serwisu informacyjnego i rozrywkowego dla lokalnej publiczności.
adx,www.napjainkportal.hu,,Mobile,Web,DISPLAY,320x50,HU,4980,4647,4819,96.43%,5,0.10%,1.273361,0.256,0.274,0.255,0,0.00%,0.9331,0.9677,0.274,0.9452,0.0004,0.9452,low,IAB12 - News & Politics,IAB13 - Hobbies & Interests,news,"mass_reach, professionals, young_adults",Węgierski portal informacyjno-społeczny z bogatą zawartością dla szerokich grup demograficznych.
index,www.climatempo.com.br,,Mobile,Web,DISPLAY,320x100,BR,4933,2189,4766,45.93%,11,0.22%,7.001209,1.419,3.198,0.636,0,0.00%,0.4437,0.9661,3.1984,0.6265,0.0001,0.6265,low,IAB10 - Technology & Computing,,technology,"mass_reach, professionals",Brazylijski serwis meteorologiczny dostarczający prognozy pogody i dane klimatyczne dla szerokiej publiczności.
adform,www.bolsamania.com,,Mobile,Web,DISPLAY,300x600,ES,4896,2453,4472,54.85%,0,0.00%,11.996254,2.45,4.89,0.0,0,0.00%,0.501,0.9134,4.8904,0.6453,0.0,0.6453,low,IAB13 - Finance,,finance,"professionals, high_income, tech_enthusiasts",Hiszpański serwis finansowy i giełdowy dociera do inwestorów oraz osób zainteresowanych rynkami kapitałowymi.
rp,www.reuters.com,,Mobile,Web,DISPLAY,300x600,US,4887,101,4702,2.15%,5,0.10%,9.065545,1.855,89.758,1.813,0,0.00%,0.0207,0.9621,89.7579,0.3502,0.0001,0.3502,low,IAB12 - News & Politics,,news,"professionals, high_income","Światowa agencja prasowa przyciąga profesjonalistów i osoby zainteresowane rzetelną, międzynarodową dziennikarstwem."
adxbr,pe.mgfimoveis.com.br,,Mobile,Web,DISPLAY,300x600,BR,4873,4445,4849,91.67%,44,0.90%,7.651413,1.57,1.721,0.174,0,0.00%,0.9122,0.9951,1.7214,0.9412,0.0001,0.9412,low,IAB15 - Real Estate,,finance,"professionals, high_income",Portal nieruchomości przyciągający inwestorów i kupujących o wysokim dochodzie poszukujących ofert mieszkaniowych.
index,www.programme-tv.net,,Mobile,Web,DISPLAY,300x250,FR,4852,2258,4707,47.97%,2,0.04%,2.699717,0.556,1.196,1.35,0,0.00%,0.4654,0.9701,1.1956,0.642,0.0002,0.642,low,IAB1 - Arts & Entertainment,,entertainment,"mass_reach,young_adults,parents",Portal programu telewizyjnego docierający do ogółu widzów szukających informacji o emisjach i ramówkach kanałów.
adform,,,Mobile,Web,DISPLAY,300x600,ES,4822,2671,4468,59.78%,5,0.10%,10.669371,2.213,3.995,2.134,0,0.00%,0.5539,0.9266,3.9945,0.6843,0.0,0.6843,low,IAB12 - News & Politics,,other,mass_reach,Serwis  dociera do szerokiej grupy odbiorców.
adx,www.dailystar.co.uk,,Desktop,Web,DISPLAY,300x600,GB,4788,3380,4611,73.30%,48,1.00%,22.152018,4.627,6.554,0.462,0,0.00%,0.7059,0.963,6.5539,0.7959,0.0,0.0,high,IAB12 - News & Politics,IAB11 - Entertainment,news,"mass_reach, young_adults","Tabloid o tendencji do sensacyjnych treści, oferujący masowy zasięg ale niosący wysokie ryzyko brand safety."
appnexus,www.femmeactuelle.fr,,Mobile,Web,VIDEO,1300x1280,BE,4751,3161,3874,81.60%,17,0.36%,27.51745,5.792,8.705,1.619,3779,79.54%,0.6653,0.8154,8.7053,0.7178,0.0,0.7178,low,IAB5 - Lifestyle,IAB1 - Arts & Entertainment,lifestyle,"parents,young_adults,mass_reach","Francuski magazyn lifestylowy skierowany do kobiet, idealny dla marek beauty, fashion i household products."
sovrn,www.amomeupet.org,,Mobile,Web,DISPLAY,300x250,BR,4747,2300,4670,49.25%,12,0.25%,3.007718,0.634,1.308,0.251,0,0.00%,0.4845,0.9838,1.3077,0.6593,0.0002,0.6593,low,IAB20 - Pets,IAB1 - Arts & Entertainment,lifestyle,"mass_reach, parents","Niszowa witryna skierowana do miłośników zwierząt domowych, idealna dla marek zajmujących się produktami i usługami dla pupili."
index,www.la7.it,,Mobile,Web,DISPLAY,300x250,IT,4687,2617,4565,57.33%,5,0.11%,6.370495,1.359,2.434,1.274,0,0.00%,0.5584,0.974,2.4343,0.7039,0.0001,0.7039,low,IAB12 - News & Politics,IAB9 - Entertainment,entertainment,mass_reach,"Włoska stacja telewizyjna z bogatą ofertą programów informacyjnych, dramatycznych i rozrywkowych o szerokim zasięgu."
adxbr,bcharts.com.br,,Mobile,Web,DISPLAY,300x600,BR,4685,3999,4667,85.69%,10,0.21%,8.434216,1.8,2.109,0.843,0,0.00%,0.8536,0.9962,2.1091,0.9035,0.0001,0.9035,low,IAB19 - Technology & Computing,IAB19-18 - Internet Technology,technology,"professionals, tech_enthusiasts, high_income",Serwis z danymi i wykresami finansowo-technologicznymi przyciągający profesjonalistów i decydentów biznesowych.
medianet,www.tomsguide.com,,Mobile,Web,DISPLAY,300x100,GB,4624,2903,4552,63.77%,1,0.02%,14.953247,3.234,5.151,14.953,0,0.00%,0.6278,0.9844,5.151,0.7526,0.0,0.7526,low,IAB19 - Technology & Computing,IAB1 - Arts & Entertainment,technology,"tech_enthusiasts,professionals,young_adults",Wiodący portal techniczny przyciąga entuzjastów technologii i profesjonalistów poszukujących recenzji i porad gadżetowych.
sovrn,monjardinmamaison.maison-travaux.fr,,Mobile,Web,DISPLAY,300x600,FR,4620,2633,4524,58.20%,39,0.84%,17.315318,3.748,6.576,0.444,0,0.00%,0.5699,0.9792,6.5763,0.7132,0.0,0.7132,low,IAB9 - Hobbies & Interests,IAB23 - Real Estate,lifestyle,"parents, high_income, professionals","Francuski portal poświęcony ogrodnictwu i remontom domowych, docierający do właścicieli nieruchomości zainteresowanych poprawą domu."
sovrn,zwierciadlo.pl,,Mobile,Web,DISPLAY,970x250,PL,4546,3667,4494,81.60%,4,0.09%,8.291031,1.824,2.261,2.073,0,0.00%,0.8066,0.9886,2.261,0.8703,0.0001,0.8703,low,IAB1 - Arts & Entertainment,IAB6 - Family & Parenting,entertainment,"mass_reach, young_adults, parents","Polski magazyn lifestyle'owy łączący rozrywkę, poradnictwo i artykuły o życiu codziennym dla szerokiej grupy odbiorców."
adx,www.emimino.cz,,Desktop,Web,VIDEO,1300x1280,CZ,4528,1205,1307,92.20%,0,0.00%,18.410003,4.066,15.278,0.0,3737,82.53%,0.2661,0.2886,15.278,0.274,0.0,0.274,low,IAB18 - Business & Finance,IAB9 - Hobbies & Interests,lifestyle,"mass_reach, young_adults, professionals, parents","Czeski portal lifestyle'owy skierowany głównie do kobiet, oferujący reach wśród odbiorców zainteresowanych modą i stylem życia."
adxbr,www.huffpost.com,,Mobile,Web,DISPLAY,300x250,MX,4518,2482,4346,57.11%,5,0.11%,10.603475,2.347,4.272,2.121,0,0.00%,0.5494,0.9619,4.2721,0.6938,0.0,0.5203,medium,IAB12 - News & Politics,IAB1 - Arts & Entertainment,news,"mass_reach,young_adults,professionals","Globalny portal informacyjny obejmujący politykę, rozrywkę, technologię i trendy społeczne dla szerokiej, zaangażowanej publiczności."
gumgum,www.derbytelegraph.co.uk,,Mobile,Web,DISPLAY,300x250,GB,4515,1516,4338,34.95%,6,0.13%,7.476932,1.656,4.932,1.246,0,0.00%,0.3358,0.9608,4.932,0.5545,0.0001,0.5545,low,IAB12 - News & Politics,,news,mass_reach,"Lokalna gazeta z Derbyshire'u z wiarygodnymi newsami regionalnymi, bezpieczna dla marek szukających lokalnego zasięgu."
appnexus,www.em.com.br,,Mobile,Web,DISPLAY,970x250,BR,4487,4037,4420,91.33%,4,0.09%,3.098708,0.691,0.768,0.775,0,0.00%,0.8997,0.9851,0.7676,0.9296,0.0001,0.9296,low,IAB12 - News & Politics,,news,"mass_reach, professionals","Brazylijski dziennik o tradycji i wiarygodności, przyciągający profesjonalistów i szeroką publiczność zainteresowaną wiadomościami."
pubmatic,www.flashscore.pl,,Desktop,Web,DISPLAY,300x600,PL,4445,2812,4417,63.66%,0,0.00%,2.109788,0.475,0.75,0.0,0,0.00%,0.6326,0.9937,0.7503,0.759,0.0002,0.759,low,IAB17 - Sports,,sports,"young_adults,professionals,mass_reach","Polski portal wyników sportowych przyciągający fanów sportu, idealny dla marek sportowych, bukmacherów i marek lifestyle."
adx,www.rugbyrama.fr,,Mobile,Web,DISPLAY,300x600,FR,4430,2770,4367,63.43%,5,0.11%,5.419392,1.223,1.956,1.084,0,0.00%,0.6253,0.9858,1.9565,0.7515,0.0001,0.7515,low,IAB15 - Sports,,sports,"mass_reach, professionals","Francuska specjalistyczna witryna o rugby z lojalnymi odbiorcami zainteresowanymi sportem, stanowiąca bezpieczną platformę dla reklam."
rp,fr.yahoo.com,,Mobile,Web,DISPLAY,300x250,FR,4395,788,4191,18.80%,1,0.02%,1.780317,0.405,2.259,1.78,0,0.00%,0.1793,0.9536,2.2593,0.4503,0.0002,0.4503,low,IAB19 - Technology & Computing,IAB3 - Business,other,"mass_reach, professionals, young_adults","Portal Yahoo France łączy wiadomości, usługi i treści, docierając do szerokiego grona użytkowników szukających informacji i narzędzi online."
rp,www.directoalpaladar.com,,Mobile,Web,DISPLAY,320x100,MX,4392,3538,4214,83.96%,11,0.25%,19.133874,4.357,5.408,1.739,0,0.00%,0.8056,0.9595,5.4081,0.8595,0.0,0.8595,low,IAB8 - Food & Drink,IAB9 - Hobbies & Interests,lifestyle,"mass_reach, parents","Portal kulinarny z przepisami i poradami, idealny dla marek spożywczych i houseware'u docierających do rodzin."
appnexus,turystyka.wp.pl,,Mobile,Web,DISPLAY,300x250,PL,4350,3427,4283,80.01%,9,0.21%,8.800981,2.023,2.568,0.978,0,0.00%,0.7878,0.9846,2.5681,0.8567,0.0,0.8567,low,IAB20 - Travel,,travel,"mass_reach, high_income",Wiodący polski serwis turystyczny przyciągający planujących wyjazdy osoby o średnich i wyższych dochodach.
